keyword,frequency
distrube finish,1
electrical system upgrade,1
upfated fire protection,1
historical building,1
"approximately 11,809 gsf",1
44 francis ave,1
4- story,1
build house building,1
tenant enabling,1
upcoming building construction,1
4 tenant,1
packed cellulose,1
build demisng wall,1
stairway install,1
23 new,1
new ada bathroom,1
new sprinkler service,1
jewett house,1
hds dean,1
dean residence,1
roof atrium,1
new utility closet,1
remove install drop ceiling,1
data cabinet,1
heat flooring,1
new cabinet installation,1
remove outdated wiring knob,1
medical marijuana dispensary,1
glaze flashing,1
windows energy,1
additional work station,1
pressure treat framing,1
areeda hall,1
5 interior,1
wood landing,1
replace wood steps landing,1
"17,0000 sf renovation",1
sound rate wall,1
45 minute fire,1
reconfigure original opening,1
build new ramps,1
repair contractor,1
replace contractor,1
16 new,1
- building,1
exist brick chimney,1
new tlle,1
building volume,1
submit construction document,1
"33,072 cubic foot",1
2.4,1
recent year,1
subgrade parking,1
install stair case,1
reno exist kitchen,1
fixutre,1
rm finish,1
laundry rm,1
damage decking,1
exist framework,1
install new fixtures ceiling,1
replace old drain pipe,1
viz1 refrigerator,1
appliances viz1,1
kitchen appliances,1
old laminate,1
ceilingfloor surface,1
3 dishwasherdisconnecting,1
2 gas,1
fire alarma,1
new suspend ceiling,1
ceiling lighitng,1
flooring reflective,1
nd mechanical,1
new vivarium space,1
phased interior remodel,1
replace foundation,1
exist finished space,1
service equipment,1
support floor framing,1
demolition plan,1
street lighting,1
skin curtainwall,1
common project,1
science common,1
public science,1
wing renovation,1
boston,1
revamp interior,1
new project,1
adjacent exhibit space,1
2 slab,1
second floor carpet,1
replace floor carpet,1
floor new,1
partial second,1
detail plan,1
curb detail,1
closet curb,1
live animal,1
animal garden,1
wing core,1
new electric mirror,1
- construction,1
temporary pedestrian,1
signage overhead protection,1
main street sidewalk,1
3CC includes,1
remove tub;toilet;vanity,1
new gfi oultlet,1
wet bar upgrade,1
passenger elevator,1
exist shower pan,1
remodel guestroom,1
4 suites,1
115 rooms,1
replace bathroom gfis,1
replace bathroom vanity mirrors,1
replace shower pan,1
remove pipelines radiators,1
interior phased renovation,1
remove gas stove,1
17 replacement window,1
2 hr,1
remove 3'-0,1
remove opening protect,1
build retainer wall,1
remove replace atrium skylight,1
new structural steel,1
exist rooftop unit,1
construct new catwalk system,1
exist construction,1
café business,1
install oven,1
790 sf basement,1
sf floor,1
847 sf,1
replace entrance,1
street renovation,1
exist opening protect,1
door 3'-0,1
street laboratory,1
wood protector sealer,1
remove brick pavers,1
repair wood decorative slats,1
- coating,1
garage slab,1
overhead slab,1
washer exterior,1
pressure washer,1
repaint entire unit,1
replace apartment renovation,1
10 new door,1
remove renovate unit deck kitchen,1
replace new doors,1
replace fan repaint,1
replace repaint fan,1
remove walls wallpaper,1
replace half,1
laboratory addition,1
build storage space,1
"approximately 41,000 sf",1
plan renovation,1
remove roof top ac units,1
additional permit,1
change window,1
additional document,1
title survey plan,1
surveyor,1
external insulation,1
page,1
14th floor demolition,1
letter,1
1991.Please let,1
9 ft,1
remove staircase,1
interior pier,1
harvard divinity school,1
replace interior footings piers,1
72 requirements,1
nfpa 72 requirement,1
build office space,1
attic mechanical space,1
west facade addition,1
build additional storage solutions,1
upgrade heating system,1
ladder assembly,1
mesinine level,1
floor mesinine,1
exist access dor,1
remove access dor,1
exist living,1
install fold access ladder,1
install new gutter system,1
insulation kneewalls,1
install new facia gutters boards,1
replace rotted trims joists,1
replace rotted sheathing,1
31 church st,1
story st,1
fit up,1
new hvac component,1
andfinishes.electricalelectrical system,1
entry stair set,1
replace deteriorated exterior treads,1
building accessibility alteration,1
treatment room,1
public waiting,1
space plan.accessibility,1
furniture layouts,1
equipment andfinishes.electricalelectrical,1
build new ft wall,1
market location,1
ofgreater efficiency,1
fixtures ofgreater,1
buffet millwork,1
wall coveringto,1
lobbylobby work,1
space ground,1
build new ceiling,1
build re,1
exist noncompliantcondition,1
new locker room,1
board application,1
sunroom,1
linden park neighborhood,1
floor bathroom.3,1
half bath.2,1
geothermal well,1
minor site improvement,1
add structural support,1
build small monoliths,1
update electric system,1
2 -unit,1
"approximately 2,400 sqft",1
customer service booth,1
currently lobby,1
replace valves,1
den fireplace chimney,1
correct duringrenovation,1
wallfinishes.new bar,1
replace front link fence,1
remove old front stairs,1
new gfa,1
gas permit,1
iron rail,1
new pvc trim,1
composite fence,1
install new pvc molding trim,1
remove rotted exterior trim,1
replace pvc molding,1
remove acoustical ceilings,1
replace exterior window trim,1
install new copper gutter,1
replace wooden trim,1
repair front archway,1
install interior paint trim,1
replace front frame door,1
replace rear white fence,1
exist opening size,1
remove kitchen equipment,1
exist market,1
select existingfloor,1
new market,1
marketand admin area,1
select lightfixtures,1
approve sneeze guard,1
existing sneeze guard,1
newexpanded buffet location,1
selected areas.new buffet,1
ftunit,1
remove walk,1
insulation clapboard,1
3066 sq,1
2100 sq,1
exist walk,1
safe electrical work,1
exist non,1
104 mt.,1
fire protection relocation,1
brickwork,1
build permit,1
install interior finishes,1
install exterior gutter,1
cable rail system,1
cover deck,1
build deck structure,1
cover patio,1
install lighting fixtures,1
install exhaust fans,1
infrastructure system,1
install hardware,1
lab tenant space,1
metal spiral staircase,1
replace wooden staircase,1
later phase,1
site upgrade,1
burns apartments,1
exist half wall,1
new heating radiator,1
disrupt area,1
deck 12x,1
1/2 coverboard,1
old rtu install,1
7.5 tons,1
0A0A0 std,1
install rtu,1
gypsum base,1
tremco cap sheet,1
tremco composite ply,1
install new type base board,1
2 set,1
replacement modification,1
windows- refinishing,1
condo approx,1
removal demolition,1
egress window light,1
replace 40 windows,1
rebuild set,1
install kitchen island,1
install wood finish,1
exist gas supplystart,1
14 lopez,1
replace interior stairs,1
replace foundation windows,1
remove disabled chimney,1
associate drywall,1
repair hole,1
remove laundry chute,1
lopez ave,1
new unit layout,1
replace ceramic tiles,1
12 unit building,1
repair refinish,1
replace decks windows,1
kitchem,1
structure demolition,1
repair storefront improvements,1
16 replacement,1
replace bathroom countertop fixtures,1
replace open access,1
old floor,1
pt .,1
3 holes,1
6 pressure,1
8 pressure,1
sprinkler head relocation,1
construct floor conference area,1
install new construction window,1
remove rear porch,1
include plan,1
remove none structural wall,1
11 units,1
floor -construct,1
255 main street,1
new office addition,1
construction exterior,1
exist kitchen finish,1
repair mortar foundation,1
carrier casecomzr004bel economizerdisconnect,1
operational sequencecrane,1
adjacent brick,1
hall light,1
replace bathroom fictures,1
opposite wall,1
internal stair,1
limited partition removal,1
repair additional columns,1
remodel studio apartment,1
replace front stoops,1
device wiring,1
12 antennas,1
circuit wire,1
branch circuit,1
panel panel,1
new surface,1
exist conduit,1
master distribution panel,1
new feed,1
replace panel antennas total antennas,1
replace asphalt shingles,1
install new 20a 20k,1
limited portion,1
build brick,1
old vinyl,1
install aluminum exist gutters,1
construct new façade,1
date 5/2022,1
anticipate completion date,1
"approximately 3,600 gsf",1
architectural reconfiguration,1
3 condo,1
rebuild portion,1
retain wall reconstruction,1
step stone,1
exist paver patio,1
replace paver patio,1
area hallway,1
4 common,1
20A 20k,1
replace panels panels,1
0a0a0 std,1
remove tub fill,1
sheet pan cabinet,1
modify sink base,1
install shower pan,1
install waterproofing,1
install tile backer,1
remove sink countertops,1
install new plywood,1
install new shower drain,1
ground fault,1
remove lighting vanity,1
disconnectnew convenience,1
power disconnectnew,1
pkg roof,1
med gas,1
eff med,1
std eff,1
ne ground,1
fault circuit,1
replace upgrade,1
replace porches exact same location size,1
replace chimneys remove,1
batroom renovation,1
door canopy,1
build master suite,1
new float floor,1
new hvac mechanical,1
remodel entire home,1
storefront replacement,1
frame shower,1
marijuana shop,1
sitework,1
new storefront entrance,1
rug store,1
bent street,1
179 bent,1
173 ad,1
dormer project,1
remove curb,1
awning unit,1
install install new low vanity toilet,1
structural roof modification,1
replace basement closet renovations expansion,1
replace hvac equipment,1
replace roof modifications replacement,1
enclosure medicine cabinet,1
install new tile work,1
install install closet,1
med cabinet,1
white box construction,1
tile kitchen floor,1
replace window balances,1
replace bath cabinet vanity,1
replace tops floor cabinets,1
remove refinish hardwood floor,1
build shell,1
record deed,1
foot depth,1
1620 sf,1
iron post,1
long dormer,1
communicate stair,1
relocate partition wall,1
minor work,1
new deck permit,1
dishwasher garbage disposal,1
replace woodwork windows,1
new roof shingle,1
new masonry stair,1
104 rim,1
remove front stairs,1
replace vanity tile,1
remove door window,1
remove repair surfaces flooring,1
insulation .replace window,1
4.5 baths,1
replace plumbing baths,1
bza process,1
deckfront porch,1
plank clap,1
install new porches,1
landlord fit,1
glass office front,1
2 spec,1
build shelve,1
build book shelve,1
water pipe break,1
install new hallway flooring,1
install new lally column,1
exist kitchen renovation,1
install brick interior,1
office floor,1
remove wallboard,1
remove reinstall lighting,1
window triminstall,1
plasterinstall kitchen,1
kitchen cabinetsinstall,1
replace new flooring,1
replace cabinetry hood installation,1
fam conversion,1
gore st.,1
2.5 bathsadd,1
2 condominiumsgutt,1
install new skylightnew siding,1
install new structural beamsminor,1
bath .removal,1
remain,1
2- 1/2,1
112 gore,1
25 pella,1
install efficiency heating system,1
new steal bean,1
exist steel,1
exist deck board,1
remove new set,1
remove deck raillings board,1
11 andersen,1
replace sections,1
replace gutters roofing,1
window trimremove,1
repair roof replacement,1
structural support,1
leak concrete roof,1
repair concrete tar roof,1
screen deck,1
walkout open deck,1
screened deck,1
slate roof replacement,1
repair skim,1
project jk,1
new electrical distribution,1
student space,1
floor- g904,1
needed.9th floor-,1
service utility,1
-reconfigure partition,1
office -reconfigure,1
ground floor level,1
management suite,1
9th floor g970,1
interior doorway,1
replace replace egress entry,1
complete set,1
upcoming build,1
1st floor space,1
rental purpose,1
modern standard,1
thing,1
non load bearing,1
new stoop,1
kitchen 1st floor,1
replace interior trims doors,1
room reconfiguration,1
insulate roof slope,1
remodel master bedroom,1
wool fire,1
replace floor deck columns,1
underutilize space,1
flash replacement,1
replace re - pointing areas,1
pothole repair,1
remove gut floor bathroom,1
sealinginsulate crawlspace,1
air sealinginsulate,1
hour air,1
stripping1 hour,1
weather stripping1,1
4 door,1
floor pothole,1
porch work,1
repair traffic coating,1
repair pothole,1
repair minor floor,1
deferred maintenance,1
replace wood shutters,1
repair masonry chimneys,1
replace deteriorated wood,1
remove bump,1
remove vinyl windows,1
roof edge,1
2- remodel,1
life safety equipment,1
replace tank furnace,1
replace square feet,1
new marvin windows,1
wood substructure,1
safe sound insulation,1
remodel exist,1
replace windows same doors size,1
exist vinyl window,1
replace deteriorated deck,1
base building condition,1
build new rear addition,1
acrylic dome skylight,1
curb,1
2234 skylight,1
install velux vcs,1
trimremove tub,1
tilesinstall vinyl plank,1
replace tub area,1
remove walls repoint,1
build storefront,1
building arcade,1
signage portal,1
metal signage,1
rot stud,1
cement cap,1
replace brick cap,1
new suraface,1
interior storefront,1
exist interior surface,1
engineer flooring,1
towel dispenser,1
flush valve,1
new touchless faucet,1
new bathroom partition,1
miscellaneous specialty,1
existing storefront,1
storefront build,1
install new touchless valves faucets,1
dormer finished,1
install new skylight same size,1
build pergola,1
impervious cover,1
reconfigure backyard patio,1
2nd floor rear,1
includesselective demolition,1
exist waste compactor,1
add live space,1
install new kitchen bathroom cabinets,1
replace tub vanities,1
ceiling install,1
paint entire apartment,1
blue board wall,1
3rd floor apartment,1
install new windows door,1
install entrance doors,1
urinal screen,1
install new bathroom doors partitions,1
rear gutter,1
25 mt.,1
sort,1
newly desire layout,1
fresh coat,1
new update finish,1
work stations,1
exist ac ductwork,1
interior tenant improvements,1
new oak floor,1
repair rear roof,1
skim coat application,1
replace double hung windows,1
install shower base,1
build new conference rooms,1
conforming facade,1
rear setback,1
whirlpool bath,1
remove repair rear gutters roof,1
