record_number,keyword,frequency
7410,closed office,1
7410,communication closet,2
7410,scope,80
7410,exist finish,81
7410,new finish,171
7410,sprinkler rework,2
7410,new layout,74
7410,new hvac unit,5
7410,associate duct work,1
7410,new power,6
7410,communication closet,2
7410,sprinkler rework,2
7411,replace kitchen appliances cabinets,9
7411,replace bathroom vanity,2
7411,exist kitchen cabinet,32
7411,exist bathroom vanity,1
7412,selective demo,47
7412,interior drywall partition,2
7412,retail display,1
7412,future lease showing,1
7412,prospective tenant,1
7412,vacant suite,1
7412,ann taylor,1
7412,taylor retail,1
7412,window line,1
7412,wall prev,1
7412,window glass,3
7413,room,21
7414,install 4ftx5 steps,1
7414,install door unit,1
7414,4ftx5 ft,1
7414,2 steps,3
7414,platform 4ftx5,1
7415,4 rooms,3
7415,skim coat,17
7415,blue board,44
7415,skim coat,17
7417,room,21
7417,wall demo,4
7418,general updating,1
7418,new window,165
7418,new flooring,79
7418,new cabinet,93
7418,structural change,561
7419,5th floor,74
7419,renovate office,2
7419,5th floor,74
7420,sprinkler main,2
7420,associated head,1
7420,domestic water piping,1
7420,partial replacement,1
7420,sanitary line,2
7420,sprinkler main,2
7421,install harvey replacement windows windows,1
7421,5 harvey,3
7421,5 anderson,2
7421,energy star,116
7421,structural work,326
7421,anderson replacement,1
7421,energy star,116
7422,exist porch,38
7422,size size,1
7423,bathroom,187
7423,unit #,7
7424,repair damages,1
7424,repair floor damage unit,1
7424,repair floor units,1
7424,3rd floor,285
7424,new floor,29
7424,kitchen cabinet,188
7424,water damage,90
7424,second floor,157
7424,floor bathroom,156
7424,bathroom pipe,1
7424,pipe burst,1
7424,kitchen cabinet,188
7424,water damage,90
7425,exist bathroom,147
7425,kitchen renovation,172
7425,kitchen renovation,172
7426,2023 amendment,1
7426,3rd floor,285
7426,3 apartment,2
7426,fire escape demolition,1
7426,minor layout adjustment,1
7426,apartment unit,14
7426,fully renovation,1
7426,later date,3
7426,sprinkler system,69
7426,system riser,2
7426,apartment unit,14
7426,sprinkler service,1
7427,air sealing,782
7427,air sealing,782
7428,remove appliances,3
7428,interior demolition,131
7428,wall,89
7428,construction plan,12
7428,construction plan,12
7429,1 replacement,53
7429,replacement window,270
7429,replacement window,270
7430,install new wet wall,1
7430,remove wet wall,1
7430,kitchen design,3
7430,vendor,2
7430,seperate permit,7
7430,close wall,14
7430,complete work,1
7430,structural change,561
7430,kitchen design,3
7431,replace old wood,1
7431,old weather wood,1
7431,change,120
7431,footprint dimension,2
7431,right,30
7431,driveway,15
7431,street facing,2
7431,floor porch,19
7431,footprint dimension,2
7431,door opening,24
7431,street facing,2
7432,1 replacement,53
7432,structural work,326
7432,replacement patio,1
7432,patio door,83
7433,fifth floor renovation,1
7433,project,176
7433,relocation,11
7433,lab equipment,19
7433,lab space,108
7433,lab equipment,19
7433,bsl2 lab,1
7433,building area,6
7433,use group,17
7434,7th floor,36
7434,exist space,74
7434,7th floor,36
7434,philips capsule,2
7434,fire alarm,348
7434,fire protection,225
7434,philips capsule,2
7434,fire alarm,348
7434,fire protection,225
7434,protection work,17
7435,av upgrade,2
7435,new flooring,79
7435,av upgrade,2
7436,7 ft,3
7436,1st floor,343
7436,3 bedrooms,7
7436,3.5 bathrooms,2
7436,3rd floor,285
7436,2 beds,1
7436,2.5 bathrooms,4
7436,demo interior,4
7436,exist family,15
7436,george shaw,18
7436,1st floor,343
7436,kitchen,106
7436,new siding,45
7436,exist clapboard,2
7436,basement ceiling,17
7436,ceiling height,22
7436,george shaw,18
7436,floor unit,40
7437,repair beam,1
7437,beam repair,2
7437,beam repair,2
7438,remodel bathroom,28
7438,half bathroom,52
7439,replace vinyl windows,4
7439,replace harvey brand,1
7439,replace exterior door unit,1
7439,9 vinyl,1
7439,1 exterior,7
7439,new vinyl window,3
7439,energy star,116
7439,energy star,116
7440,aprove change,1
7440,guidance,1
7440,construction plan,12
7440,deck footing,2
7440,low,4
7440,basement,92
7440,mr. ranjit,1
7440,ranjit singanayagam,3
7440,construction plan,12
7440,deck footing,2
7440,foundation extension,3
7440,addition footing,1
7441,remove tub,29
7441,remove tile,9
7441,install wall,9
7441,install door,36
7441,install main floor tile install,1
7441,install floor,9
7441,remove reinstall toilet,1
7441,install old valve,1
7441,install fixtures,1
7441,remove acrylic glass shower,1
7441,install new mirror,1
7441,install backsplash,2
7441,remove outdoor patio screen,1
7441,remove trash,8
7441,wood floor,62
7441,current wood,1
7441,install underlaymnet,1
7441,shower tray,2
7441,wall tile install,1
7441,door install,5
7441,location,79
7441,bathroom,187
7441,acrylic shower,4
7441,backsplash install tile,1
7441,living room,222
7441,remove cabinet,5
7441,patch wall,14
7441,paint apartment,4
7441,shower tray,2
7441,door install,5
7441,acrylic shower,4
7441,shower floor,11
7441,living room,222
7441,patch wall,14
7441,paint apartment,4
7442,interior renovation,326
7442,live unit,55
7442,attach plan,81
7442,new finish,171
7442,interior partition,105
7442,interior partition,105
7443,basement vivarium renovation,1
7443,new lab equipment,5
7443,new mep,17
7443,fp work,19
7444,replace glass doors panel,1
7444,3 entry,3
7444,entry door,113
7444,rear window,1
7444,appleton st,2
7444,glass panel,6
7444,entry door,113
7444,appleton st,2
7446,repair basement drywalls cleanup,1
7446,basement cleanup,2
7446,basement cleanup,2
7447,replace bathtub renovation,1
7447,replace toilet,4
7447,replace floor tile,2
7447,exist bathroom,147
7447,exist toilet,5
7447,wallmounted toilet,1
7448,replace metal,1
7448,3 feet,2
7448,mason contractor,2
7448,window head,2
7448,water leak,11
7448,right,30
7448,miss metal,1
7448,roof line,20
7448,mason contractor,2
7448,window head,2
7448,water leak,11
7448,roof line,20
7449,12 old,1
7449,vinyl replacement,31
7449,exist frame,6
7449,sash window,1
7449,vinyl replacement,31
7450,replace windows,238
7450,exterior wall,166
7452,half bathroom,52
7452,floor,180
7452,half bathroom,52
7452,closet room,1
7453,"3,226 sf",1
7453,new interior fitout,1
7453,comedy club,2
7453,a2 use,2
7453,new toilet room,2
7453,seat area,2
7453,sf basement,2
7453,basement space,17
7453,comedy club,2
7453,a2 use,2
7455,new ceiling grid,1
7455,new millwork,16
7455,new paint,25
7455,new floor tile,9
7455,dunkin donuts,1
7455,donuts service,1
7455,service area,3
7456,structural change,561
7456,site id,477
7456,air sealing,782
7456,site id,477
7457,exist basement,22
7457,submit drawing,2
7457,exist hvac,10
7457,floor apartment,12
7457,second floor,157
7457,entrance door,12
7457,door location,8
7457,floor apartment,12
7458,party wall,6
7458,fire protection,225
7458,unsprinklered building,1
7458,party wall,6
7458,fire protection,225
7459,tenant improvement,38
7459,"approximately 9,000 sf",1
7459,office space,207
7459,private meetingroom,1
7459,open workstation,1
7459,café kitchen,2
7459,new fire protection,2
7459,life safety,58
7459,tenant improvement,38
7459,office space,207
7459,café kitchen,2
7459,life safety,58
7459,hvac system,72
7461,exist lab,17
7461,office space,207
7461,new tenant,37
7461,office space,207
7462,03 modifications,1
7462,exist stair,30
7462,maintenance access,4
7462,maintenance access,4
7463,replace windows,238
7463,replace glass door,4
7463,3 windows,42
7463,1 sliding,3
7464,replace deck,30
7464,replace exact shape size,1
7464,replace exterior staircase,1
7464,rot deck,2
7464,new pressure,4
7464,exact size,3
7464,old deck,1
7464,rot exterior staircase,1
7464,old staircase,1
7465,install windows,55
7465,12 windows,18
7465,12 windows,18
7466,2x8 pressure,3
7466,2x8 pressure,3
7466,floor deck,29
7467,repair estoration installation,1
7467,fireplace liner,2
7467,ahren firep estoration,1
7467,mount damper,2
7467,exterior chimney,2
7467,chimney waterproofing,2
7467,fireplace liner,2
7467,mount damper,2
7467,pointing exterior,1
7467,exterior chimney,2
7467,chimney waterproofing,2
7467,mount custom,1
7467,custom cap,1
7468,replace front porch,6
7469,6 feet,7
7469,1st floor,343
7469,relocate shift,1
7469,foot,11
7469,basement stair,17
7469,floor bathroom,156
7469,basement stair,17
7470,insulation work,599
7470,insulation work,599
7470,mass save,368
7470,save program,353
7471,attic floor,38
7471,cellulose,1
7472,remove square,3
7472,remove skylights,4
7472,9 square,1
7472,3 existing,23
7472,3 new,31
7472,exist roofing check,1
7472,new roofing,9
7472,exist skylight,33
7472,new skylight,18
7472,structural work,326
7473,future lab use,1
7473,plumbing system,15
7474,structural work,326
7474,replacement shower,11
7475,replace kitchen equipment,1
7475,2 bathrooms,47
7475,bar area,9
7475,install wallpaper,1
7475,wall -install,2
7475,-install lvt,1
7475,bar area,9
7475,-replace counter,1
7475,sub -replace,1
7475,-replace baseboard,1
7476,bathroom renovation,251
7476,new flooring,79
7476,electrical light fixture,1
7476,bathroom renovation,251
7477,unit replacement,1
7478,replace windows,238
7478,patio door,83
7478,floor kitchen,47
7478,new exterior landing,1
7478,patio door,83
7478,floor kitchen,47
7478,basement egress,2
7478,egress window,26
7479,structural change,561
7479,air sealing,782
7480,1&2 alterations,2
7480,12th floor,13
7480,14 story,4
7480,exist office space,55
7480,12th floor,13
7480,project scope,42
7480,construction,15
7480,story highrise,5
7480,project scope,42
7480,fp work,19
7481,16 windows,20
7482,interior renovation,326
7482,carriage house,20
7483,remove piece bathroom,1
7483,remove tub,29
7483,replace finishes,19
7483,2nd flr,6
7483,1 dishwasher,1
7483,exist laundry room,2
7483,2nd flr,6
7483,basement level,47
7483,cap plumbing,6
7483,install sauna,2
7483,sauna replacement,1
7483,sink,10
7483,primary bathroom,10
7483,exist hvac system,4
7483,exist ductwork,6
7483,select floor,1
7483,new work,22
7483,interior paint,5
7483,basement level,47
7483,cap plumbing,6
7483,install sauna,2
7483,level bathroom,3
7483,bathroom location,1
7484,"1,500 square",2
7484,1ST generation,1
7484,55 seat,1
7484,project,176
7484,restaurant space,9
7484,ground floor,65
7484,multistory,1
7484,bar area,9
7484,dining area,20
7484,open kitchen,2
7484,space excludes,2
7484,landlord,2
7484,common restrooms,1
7484,tenant space,73
7484,square foot,7
7484,foot build,1
7484,restaurant space,9
7484,generation space,1
7484,service restaurant,1
7484,bar area,9
7484,dining area,20
7484,space excludes,2
7484,tenant space,73
7485,replace level rear porches,1
7485,3 level,1
7487,remodel bathroom,28
7488,install insulation,23
7488,dry wall,7
7488,install insulation,23
7489,remove rubber deck roof,1
7489,replace rubber framing,1
7489,exist rubber roof,2
7489,exist framing,12
7490,remove wall,35
7490,renovate bathroom,39
7490,new door,98
7491,addition,32
7491,harvard square,2
7491,project focus,2
7491,building system,10
7491,life safety,58
7491,project component,2
7491,accessibility provision,2
7491,hvac replacement,2
7491,electrical upgrade,13
7491,harvard square,2
7491,project focus,2
7491,building system,10
7491,life safety,58
7491,project component,2
7491,accessibility provision,2
7491,hvac replacement,2
7491,fire suppression,9
7491,suppression system,4
7492,deck renavation,2
7492,deck renavation,2
7493,residential weatherization,27
7493,air sealing,782
7493,structural change,561
7493,air sealing,782
7493,mass save,368
7493,save program,353
7494,deck,32
7495,plumbing fixture,94
7495,kitchen appliance,18
7495,wall,89
7495,work,113
7495,plumbing fixture,94
7495,kitchen appliance,18
7496,4 family,5
7496,family rehab,2
7496,family rehab,2
7497,structural change,561
7497,air sealing,782
7498,concrete floor cutting,2
7499,179 portion,1
7499,minor demolition,28
7499,alleyway,2
7499,building,153
7499,new roof,42
7499,new interior wall,9
7499,exterior work,58
7499,egress door,8
7499,steel dunnage,8
7499,fire alarm,348
7499,hvac system,72
7499,egress door,8
7499,loading dock,9
7499,dock area,3
7500,install minor demolition,1
7500,install ceramic painting tiles,1
7500,partition wall,94
7500,ceramic tile,11
7500,quartz countertop,2
7500,new cabinet,93
7500,partition wall,94
7500,quartz countertop,2
7501,4 floors,1
7501,exist elevator lobby,1
7501,new glas partition,1
7502,selective demolition,70
7502,exist interior wall,2
7502,gypsum drywall finish,1
7502,exist exterior window,1
7502,soot,1
7502,replacement work,2
7502,new interior wall,9
7502,gypsumdrywall finish,2
7502,rubber flooring,2
7502,paint finish,9
7502,interior door,32
7502,cabinet andcountertop,2
7502,bathroom fixture,32
7502,kitchen appliance,18
7502,electrical andlighting,1
7502,exterior masonry coating,1
7502,fire damage,14
7502,damage renovation,1
7502,renovation work,17
7502,level apartment,1
7502,apartment dwelling,1
7502,dwelling unit,7
7502,replacement work,2
7502,gypsumdrywall finish,2
7502,rubber flooring,2
7502,paint finish,9
7502,cabinet andcountertop,2
7502,bathroom fixture,32
7502,kitchen appliance,18
7502,fiberglass window,1
7503,install windows-,1
7503,10 windows-,2
7503,10 windows-,2
7503,structural change,561
7504,porch,76
7505,remove partial demolition,1
7505,remove finishes,12
7505,demolition remove,1
7506,scope,80
7506,demolition section,2
7506,application,25
7506,demolition section,2
7506,selective demolition,70
7506,demolition plans,1
7507,bike storage,4
7507,porch renovation,7
7507,bike storage,4
7508,remove tile fixtures,2
7508,install plumbing paintnew glass hardware doors,1
7508,bathroom fixture,32
7508,glass door,24
7509,bathroom renovation,251
7509,bathroom renovation,251
7510,gut rehab,36
7510,interior,26
7510,plan,51
7510,gut rehab,36
7510,family home,45
7511,office space,207
7511,lab space,108
7511,reconfiguartion,1
7511,egress path,4
7511,office space,207
7511,lab space,108
7511,egress path,4
7512,minor concrete repair,1
7512,entrence ramp,2
7512,nessessary trench,1
7512,waterproof ramp,1
7512,entrence ramp,2
7513,remove levels,1
7513,construct porches,1
7513,rear porch,20
7513,entirety,3
7513,floor,180
7513,decker home,1
7514,structural change,561
7514,site id,477
7514,air sealing,782
7514,site id,477
7515,build new partial hight rooms,1
7515,build approx,1
7515,install new electric outlets,1
7515,6 new,16
7515,new door,98
7515,exist kitchenette,3
7515,end,9
7515,exist sprinkler system,2
7515,fire alarm system,17
7515,new layout,74
7515,fp narrative,2
7515,refinish floor,19
7515,repaint entire space,1
7515,room approx,1
7515,floor space,26
7515,engineering plan,3
7515,fp narrative,2
7516,bathroom remodeling,49
7516,bathroom remodeling,49
7517,remove doors,8
7517,2 existing,55
7517,2 new,66
7517,exist door,36
7517,new door,98
7517,structural work,326
7518,interior demolition,131
7519,remove interior finishes,8
7519,interior demolition,131
7519,rear extension,1
7519,exist staircase,9
7520,2nd floor,378
7520,floor bath,22
7520,bath renovation,18
7520,gas fire,2
7520,fire place,3
7521,11th floor furniture,1
7521,date upgrade,2
7521,date upgrade,2
7522,2 layers,1
7522,1 3⁄4,1
7522,2 squares,3
7522,skylight replacement,23
7522,exist shingle,5
7522,integrity,2
7522,exist roof,29
7522,exist skylight;measure,1
7522,curb dimension,2
7522,roof structure,12
7522,standard roofing practices;install,1
7522,roofing material,12
7522,vertical side,1
7522,horizontal surface,1
7522,curb;top edge,1
7522,debris;carefully position skylight,1
7522,gently;secure skylight,2
7522,fastener,1
7522,curb;flash,1
7522,new skylight,18
7522,velux flashing kit,1
7522,grace ice,2
7522,water shield,15
7522,around;installation,1
7522,synthetic underlayment paper,1
7522,water damage,90
7522,use,5
7522,magnetic roller,1
7522,attach contract,5
7522,additional information,2
